customer_id,customer_name,gender,age_group,city,region_id,customer_segment,registration_date
CUS03998,Budi Handoko,Female,35-44,Samarinda,REG006,Regular,2020-08-14
CUS03999,Made Purnama,Male,45-54,Jakarta Selatan,REG002,Loyal,2020-10-19
CUS04000,Putri Suharto,Male,45-54,Pematangsiantar,REG001,New,2020-04-21
CUS04001,Siti Rahayu,Male,35-44,Magelang,REG004,Loyal,2023-01-30
CUS04002,Budi Handoko,Male,25-34,Tebing Tinggi,REG001,Loyal,2021-08-26
CUS04003,Vina Hidayat,Female,45-54,Bogor,REG003,Loyal,2024-03-11
CUS04004,Iman Rahayu,Female,35-44,Badung,REG008,Loyal,2022-07-31
CUS04005,Iman Purnama,Female,18-24,Tabanan,REG008,Loyal,2020-08-17
CUS04006,Sari Hartono,Female,55+,Jakarta Timur,REG002,New,2024-02-08
CUS04007,Joko Saputra,Female,55+,Yogyakarta,REG004,Loyal,2024-09-01
CUS04008,Iman Setiawan,Male,25-34,Balikpapan,REG006,New,2022-11-06
CUS04009,Udin Wijaya,Male,35-44,Palopo,REG007,New,2021-06-09
CUS04010,Made Susanto,Female,25-34,Malang,REG005,Regular,2021-12-25
CUS04011,Lestari Utama,Male,35-44,Bandung,REG003,Loyal,2021-05-13
CUS04012,Tono Prasetyo,Female,45-54,Bogor,REG003,Regular,2022-08-28
CUS04013,Dewi Nugroho,Male,55+,Bekasi,REG003,New,2021-06-18
CUS04014,Hana Prasetyo,Male,25-34,Balikpapan,REG006,Loyal,2023-01-30
CUS04015,Iman Handoko,Male,55+,Bandung,REG003,Regular,2020-01-30
CUS04016,Eko Kusuma,Male,25-34,Balikpapan,REG006,Loyal,2024-06-23
CUS04017,Rizky Utama,Male,25-34,Bogor,REG003,Loyal,2024-01-20
CUS04018,Budi Purnama,Male,35-44,Bandung,REG003,Loyal,2022-01-25
CUS04019,Lestari Wijaya,Male,35-44,Badung,REG008,Loyal,2024-10-11
CUS04020,Made Utama,Male,55+,Solo,REG004,Loyal,2021-08-21
CUS04021,Dewi Hartono,Male,45-54,Medan,REG001,New,2020-09-22
CUS04022,Wahyu Santoso,Male,45-54,Bandung,REG003,Loyal,2021-10-16
CUS04023,Omar Kusuma,Female,25-34,Bandung,REG003,Loyal,2021-11-08
CUS04024,Siti Suharto,Female,35-44,Kutai Kartanegara,REG006,Regular,2022-01-18
CUS04025,Made Rahayu,Female,45-54,Kutai Kartanegara,REG006,New,2023-09-15
CUS04026,Nadia Susanto,Female,25-34,Parepare,REG007,Regular,2020-12-14
CUS04027,Joko Santoso,Female,55+,Magelang,REG004,Regular,2024-02-21
CUS04028,Hana Wijaya,Female,35-44,Kediri,REG005,Loyal,2023-11-13
CUS04029,Dewi Wibowo,Male,35-44,Cimahi,REG003,Regular,2021-12-07
CUS04030,Joko Kusuma,Male,45-54,Bekasi,REG003,Regular,2020-12-09
CUS04031,Lestari Hidayat,Male,35-44,Blitar,REG005,Regular,2024-10-23
CUS04032,Rizky Handoko,Female,45-54,Bandung,REG003,Loyal,2021-01-24
CUS04033,Ahmad Handoko,Male,18-24,Gianyar,REG008,Regular,2023-07-12
CUS04034,Kartini Rahayu,Female,55+,Gowa,REG007,New,2023-08-17
CUS04035,Nadia Wijaya,Female,45-54,Kediri,REG005,Regular,2024-11-20
CUS04036,Yuni Wibowo,Female,35-44,Medan,REG001,Regular,2021-03-29
CUS04037,Eko Suharto,Female,45-54,Gianyar,REG008,New,2024-07-30
CUS04038,Hana Utama,Female,55+,Gianyar,REG008,New,2022-03-14
CUS04039,Nadia Setiawan,Male,45-54,Tebing Tinggi,REG001,Regular,2021-02-20
CUS04040,Iman Susanto,Male,45-54,Denpasar,REG008,New,2022-07-30
CUS04041,Tono Santoso,Female,25-34,Bandung,REG003,Regular,2020-05-25
CUS04042,Zahra Rahayu,Female,35-44,Tebing Tinggi,REG001,New,2023-02-23
CUS04043,Made Purnama,Male,35-44,Gowa,REG007,Loyal,2020-01-01
CUS04044,Lestari Santoso,Male,45-54,Depok,REG003,Regular,2023-08-20
CUS04045,Made Kusuma,Male,35-44,Parepare,REG007,Regular,2020-01-27
CUS04046,Fitri Suharto,Female,45-54,Palopo,REG007,Loyal,2021-06-10
CUS04047,Zahra Handoko,Female,35-44,Pematangsiantar,REG001,Loyal,2021-05-05
CUS04048,Joko Santoso,Female,35-44,Makassar,REG007,New,2024-03-28
CUS04049,Udin Prasetyo,Male,45-54,Cimahi,REG003,New,2024-03-30
CUS04050,Putri Hartono,Female,45-54,Tebing Tinggi,REG001,Loyal,2023-03-14
CUS04051,Sari Santoso,Male,55+,Denpasar,REG008,New,2023-05-10
CUS04052,Vina Rahayu,Male,18-24,Binjai,REG001,New,2020-05-04
CUS04053,Wahyu Rahayu,Male,18-24,Bontang,REG006,Regular,2021-05-14
CUS04054,Yuni Wijaya,Female,18-24,Salatiga,REG004,New,2022-06-15
CUS04055,Vina Suharto,Female,25-34,Surabaya,REG005,Loyal,2023-08-26
CUS04056,Xenia Wijaya,Female,35-44,Medan,REG001,New,2021-01-18
CUS04057,Yuni Santoso,Male,25-34,Binjai,REG001,New,2021-10-12
CUS04058,Sari Hartono,Female,55+,Samarinda,REG006,Loyal,2024-10-19
CUS04059,Fitri Susanto,Male,45-54,Jakarta Utara,REG002,New,2020-05-04
CUS04060,Dewi Setiawan,Male,45-54,Balikpapan,REG006,Regular,2024-10-26
CUS04061,Joko Santoso,Female,55+,Kutai Kartanegara,REG006,Loyal,2020-11-27
CUS04062,Vina Susanto,Male,18-24,Jakarta Selatan,REG002,New,2020-04-11
CUS04063,Kartini Wijaya,Female,18-24,Balikpapan,REG006,Regular,2021-02-18
CUS04064,Iman Wijaya,Male,25-34,Surabaya,REG005,Regular,2021-06-27
CUS04065,Zahra Wijaya,Female,55+,Binjai,REG001,New,2021-11-16
CUS04066,Putri Saputra,Female,45-54,Palopo,REG007,Regular,2020-07-26
CUS04067,Joko Susanto,Male,45-54,Blitar,REG005,New,2020-05-08
CUS04068,Hana Hartono,Female,18-24,Malang,REG005,New,2024-06-12
CUS04069,Joko Susanto,Male,55+,Gianyar,REG008,New,2021-07-21
CUS04070,Omar Santoso,Female,45-54,Jakarta Pusat,REG002,New,2023-12-04
CUS04071,Xenia Setiawan,Female,55+,Parepare,REG007,Loyal,2020-09-12
CUS04072,Eko Suharto,Female,18-24,Jakarta Selatan,REG002,Loyal,2022-03-04
CUS04073,Wahyu Nugroho,Male,55+,Samarinda,REG006,Loyal,2022-09-25
CUS04074,Xenia Suharto,Female,25-34,Surabaya,REG005,Regular,2024-09-18
CUS04075,Siti Susanto,Male,25-34,Tabanan,REG008,New,2023-11-07
CUS04076,Joko Hidayat,Male,18-24,Gianyar,REG008,New,2020-12-14
CUS04077,Siti Susanto,Female,45-54,Pematangsiantar,REG001,New,2020-01-11
CUS04078,Zahra Kusuma,Male,35-44,Balikpapan,REG006,Regular,2022-05-17
CUS04079,Sari Rahayu,Female,18-24,Jakarta Utara,REG002,Loyal,2020-02-09
CUS04080,Kartini Saputra,Female,25-34,Blitar,REG005,New,2023-05-20
CUS04081,Made Susanto,Male,18-24,Tebing Tinggi,REG001,Regular,2022-08-20
CUS04082,Joko Wibowo,Female,25-34,Tebing Tinggi,REG001,Regular,2021-11-08
CUS04083,Xenia Wibowo,Female,55+,Tabanan,REG008,Regular,2024-11-05
CUS04084,Iman Purnama,Female,45-54,Magelang,REG004,Regular,2020-04-15
CUS04085,Yuni Utama,Female,45-54,Semarang,REG004,Loyal,2020-05-07
CUS04086,Tono Purnama,Female,55+,Solo,REG004,New,2022-07-26
CUS04087,Iman Hidayat,Male,45-54,Jakarta Utara,REG002,New,2023-12-14
CUS04088,Fitri Utama,Male,45-54,Jakarta Selatan,REG002,New,2024-01-22
CUS04089,Dewi Setiawan,Female,18-24,Jakarta Timur,REG002,Regular,2020-08-06
CUS04090,Omar Prasetyo,Female,25-34,Samarinda,REG006,Regular,2023-03-15
CUS04091,Siti Kusuma,Female,18-24,Surabaya,REG005,Loyal,2022-01-20
CUS04092,Nadia Wibowo,Female,55+,Parepare,REG007,Loyal,2021-08-05
CUS04093,Udin Utama,Female,35-44,Bogor,REG003,Regular,2022-02-25
CUS04094,Gunawan Rahayu,Male,55+,Tabanan,REG008,Regular,2021-03-20
CUS04095,Wahyu Handoko,Female,35-44,Jakarta Selatan,REG002,Regular,2023-11-15
CUS04096,Dewi Nugroho,Female,35-44,Bogor,REG003,New,2020-11-17
CUS04097,Udin Purnama,Female,25-34,Medan,REG001,New,2021-03-31
CUS04098,Dewi Kusuma,Female,55+,Gowa,REG007,New,2023-11-16
CUS04099,Omar Rahayu,Male,55+,Medan,REG001,New,2023-04-12
CUS04100,Zahra Wibowo,Female,35-44,Pematangsiantar,REG001,New,2024-11-02
CUS04101,Kartini Nugroho,Male,18-24,Semarang,REG004,Loyal,2024-01-08
CUS04102,Tono Nugroho,Male,55+,Pematangsiantar,REG001,Regular,2024-01-25
CUS04103,Udin Santoso,Male,18-24,Jakarta Pusat,REG002,New,2020-04-09
CUS04104,Budi Saputra,Male,25-34,Jakarta Selatan,REG002,New,2024-09-26
CUS04105,Wahyu Setiawan,Female,25-34,Tabanan,REG008,Regular,2021-04-18
CUS04106,Fitri Prasetyo,Male,35-44,Makassar,REG007,New,2021-07-11
CUS04107,Yuni Setiawan,Female,35-44,Jakarta Utara,REG002,Loyal,2024-11-19
CUS04108,Vina Utama,Male,18-24,Blitar,REG005,New,2021-10-07
CUS04109,Yuni Saputra,Male,25-34,Tebing Tinggi,REG001,New,2020-07-16
CUS04110,Siti Hidayat,Female,45-54,Gianyar,REG008,Regular,2024-01-02
CUS04111,Nadia Suharto,Female,45-54,Parepare,REG007,New,2024-09-26
CUS04112,Sari Saputra,Female,45-54,Semarang,REG004,Regular,2024-02-15
CUS04113,Made Nugroho,Male,35-44,Cimahi,REG003,Loyal,2020-07-23
CUS04114,Sari Utama,Female,35-44,Badung,REG008,Regular,2020-07-02
CUS04115,Iman Prasetyo,Female,45-54,Jakarta Pusat,REG002,Loyal,2020-02-13
CUS04116,Gunawan Santoso,Male,45-54,Binjai,REG001,Regular,2024-04-23
CUS04117,Made Wibowo,Female,25-34,Pasuruan,REG005,New,2023-10-30
CUS04118,Joko Setiawan,Male,18-24,Gianyar,REG008,Loyal,2020-11-20
CUS04119,Ahmad Rahayu,Male,18-24,Pematangsiantar,REG001,Regular,2022-10-30
CUS04120,Zahra Purnama,Female,18-24,Balikpapan,REG006,Regular,2023-01-14
CUS04121,Omar Kusuma,Female,35-44,Malang,REG005,New,2020-01-10
CUS04122,Nadia Santoso,Female,45-54,Kutai Kartanegara,REG006,Regular,2021-03-18
CUS04123,Omar Rahayu,Female,35-44,Tebing Tinggi,REG001,Regular,2022-11-28
CUS04124,Gunawan Handoko,Female,25-34,Medan,REG001,Regular,2022-03-30
CUS04125,Joko Rahayu,Female,55+,Parepare,REG007,Regular,2024-06-27
CUS04126,Udin Setiawan,Male,55+,Pematangsiantar,REG001,Regular,2021-11-28
CUS04127,Made Setiawan,Female,45-54,Jakarta Utara,REG002,Regular,2024-06-28
CUS04128,Tono Nugroho,Female,45-54,Cimahi,REG003,Regular,2023-07-03
CUS04129,Zahra Santoso,Female,18-24,Palopo,REG007,New,2020-08-26
CUS04130,Nadia Hidayat,Female,18-24,Binjai,REG001,Loyal,2021-05-19
CUS04131,Putri Setiawan,Female,55+,Kediri,REG005,New,2023-01-05
CUS04132,Omar Kusuma,Male,25-34,Palopo,REG007,Loyal,2022-08-20
CUS04133,Xenia Prasetyo,Female,25-34,Jakarta Utara,REG002,New,2021-10-25
CUS04134,Gunawan Setiawan,Male,25-34,Palopo,REG007,Loyal,2021-07-07
CUS04135,Dewi Suharto,Female,55+,Jakarta Barat,REG002,New,2022-06-10
CUS04136,Budi Prasetyo,Female,18-24,Balikpapan,REG006,Loyal,2021-09-06
CUS04137,Lestari Wijaya,Female,35-44,Salatiga,REG004,New,2023-10-24
CUS04138,Eko Kusuma,Female,45-54,Binjai,REG001,New,2022-09-24
CUS04139,Xenia Saputra,Male,45-54,Pasuruan,REG005,Regular,2023-04-22
CUS04140,Yuni Setiawan,Female,25-34,Magelang,REG004,New,2024-04-29
CUS04141,Kartini Nugroho,Female,35-44,Samarinda,REG006,New,2024-11-08
CUS04142,Omar Suharto,Female,45-54,Medan,REG001,New,2021-09-02
CUS04143,Tono Handoko,Female,25-34,Bontang,REG006,Regular,2022-11-12
CUS04144,Putri Wijaya,Female,45-54,Makassar,REG007,New,2023-04-19
CUS04145,Kartini Prasetyo,Female,45-54,Samarinda,REG006,Loyal,2020-12-15
CUS04146,Udin Suharto,Male,25-34,Jakarta Selatan,REG002,New,2022-06-28
CUS04147,Nadia Susanto,Female,45-54,Bekasi,REG003,Regular,2020-06-30
CUS04148,Vina Nugroho,Female,35-44,Samarinda,REG006,New,2023-03-31
CUS04149,Dewi Santoso,Female,45-54,Parepare,REG007,New,2020-06-15
CUS04150,Kartini Wijaya,Female,18-24,Medan,REG001,Regular,2023-09-08
CUS04151,Wahyu Nugroho,Female,45-54,Bogor,REG003,Loyal,2023-12-31
CUS04152,Gunawan Nugroho,Female,25-34,Jakarta Selatan,REG002,New,2023-11-29
CUS04153,Fitri Handoko,Female,55+,Kediri,REG005,New,2024-02-13
CUS04154,Joko Suharto,Female,45-54,Jakarta Pusat,REG002,Loyal,2024-10-31
CUS04155,Ahmad Saputra,Male,25-34,Solo,REG004,Loyal,2020-11-22
CUS04156,Made Wijaya,Female,35-44,Jakarta Pusat,REG002,Regular,2024-02-14
CUS04157,Made Susanto,Male,35-44,Gianyar,REG008,Loyal,2024-05-27
CUS04158,Yuni Purnama,Male,25-34,Parepare,REG007,Regular,2020-12-09
CUS04159,Nadia Hidayat,Female,18-24,Solo,REG004,New,2024-07-10
CUS04160,Nadia Handoko,Female,45-54,Bekasi,REG003,Regular,2020-01-05
CUS04161,Siti Suharto,Male,18-24,Malang,REG005,Regular,2022-12-08
CUS04162,Wahyu Utama,Male,18-24,Semarang,REG004,New,2020-07-02
CUS04163,Kartini Kusuma,Male,35-44,Binjai,REG001,Regular,2023-11-19
CUS04164,Budi Setiawan,Male,55+,Jakarta Barat,REG002,New,2022-09-16
CUS04165,Yuni Prasetyo,Female,55+,Balikpapan,REG006,Loyal,2021-05-21
CUS04166,Nadia Rahayu,Male,55+,Semarang,REG004,Loyal,2023-10-26
CUS04167,Udin Susanto,Male,45-54,Denpasar,REG008,Loyal,2020-03-21
CUS04168,Fitri Santoso,Female,25-34,Kutai Kartanegara,REG006,New,2023-07-28
CUS04169,Siti Wibowo,Female,45-54,Jakarta Selatan,REG002,Regular,2022-10-08
CUS04170,Omar Saputra,Male,18-24,Gianyar,REG008,Loyal,2024-10-16
CUS04171,Made Prasetyo,Female,18-24,Medan,REG001,New,2024-06-12
CUS04172,Ahmad Prasetyo,Female,35-44,Pematangsiantar,REG001,New,2022-09-19
CUS04173,Sari Kusuma,Male,18-24,Bekasi,REG003,Loyal,2021-04-10
CUS04174,Yuni Kusuma,Female,35-44,Bogor,REG003,New,2024-05-17
CUS04175,Hana Prasetyo,Female,18-24,Bogor,REG003,Loyal,2024-01-04
CUS04176,Gunawan Hartono,Male,18-24,Binjai,REG001,New,2021-09-20
CUS04177,Sari Wijaya,Male,25-34,Kediri,REG005,Loyal,2021-09-17
CUS04178,Made Kusuma,Male,45-54,Balikpapan,REG006,Regular,2021-06-05
CUS04179,Dewi Utama,Male,18-24,Semarang,REG004,Loyal,2020-07-20
CUS04180,Ahmad Santoso,Male,25-34,Kediri,REG005,Loyal,2023-08-24
CUS04181,Eko Hidayat,Female,45-54,Bekasi,REG003,New,2023-10-08
CUS04182,Vina Hidayat,Female,45-54,Surabaya,REG005,New,2023-01-31
CUS04183,Udin Nugroho,Male,55+,Medan,REG001,Loyal,2021-03-06
CUS04184,Zahra Handoko,Female,35-44,Jakarta Barat,REG002,Loyal,2024-10-25
CUS04185,Zahra Prasetyo,Female,25-34,Bontang,REG006,New,2022-11-21
CUS04186,Eko Handoko,Female,45-54,Samarinda,REG006,Loyal,2023-09-20
CUS04187,Putri Prasetyo,Male,45-54,Depok,REG003,Loyal,2020-01-13
CUS04188,Fitri Suharto,Male,18-24,Tabanan,REG008,Loyal,2022-12-22
CUS04189,Gunawan Setiawan,Male,18-24,Bekasi,REG003,New,2020-04-22
CUS04190,Dewi Handoko,Male,35-44,Jakarta Pusat,REG002,New,2022-04-30
CUS04191,Gunawan Wijaya,Female,35-44,Bogor,REG003,Loyal,2024-04-01
CUS04192,Vina Suharto,Male,45-54,Samarinda,REG006,Loyal,2020-11-10
CUS04193,Vina Wibowo,Female,18-24,Parepare,REG007,New,2024-12-02
CUS04194,Budi Santoso,Female,25-34,Denpasar,REG008,Loyal,2023-09-24
CUS04195,Hana Wijaya,Female,25-34,Balikpapan,REG006,Regular,2020-09-22
CUS04196,Joko Susanto,Male,25-34,Medan,REG001,Loyal,2021-08-04
CUS04197,Putri Saputra,Male,18-24,Jakarta Barat,REG002,New,2022-01-09
CUS04198,Nadia Prasetyo,Male,18-24,Jakarta Selatan,REG002,Regular,2020-04-23
CUS04199,Rizky Wibowo,Male,35-44,Tabanan,REG008,Loyal,2023-01-23
CUS04200,Omar Saputra,Male,45-54,Bogor,REG003,New,2020-04-02
CUS04201,Udin Wijaya,Female,18-24,Yogyakarta,REG004,Regular,2023-12-08
CUS04202,Wahyu Setiawan,Male,35-44,Kutai Kartanegara,REG006,Regular,2020-02-18
CUS04203,Omar Kusuma,Female,18-24,Parepare,REG007,Regular,2020-08-11
CUS04204,Udin Wibowo,Female,45-54,Gowa,REG007,Regular,2023-05-05
CUS04205,Siti Nugroho,Female,55+,Salatiga,REG004,Regular,2023-09-27
CUS04206,Zahra Kusuma,Female,45-54,Kediri,REG005,New,2021-06-04
CUS04207,Gunawan Purnama,Male,45-54,Jakarta Utara,REG002,New,2022-01-10
CUS04208,Hana Santoso,Male,25-34,Denpasar,REG008,New,2024-01-13
CUS04209,Udin Utama,Female,25-34,Balikpapan,REG006,New,2024-07-07
CUS04210,Dewi Susanto,Male,18-24,Balikpapan,REG006,New,2020-10-20
CUS04211,Rizky Santoso,Male,25-34,Semarang,REG004,Regular,2023-12-02
CUS04212,Siti Kusuma,Female,18-24,Kediri,REG005,New,2021-08-05
CUS04213,Wahyu Handoko,Female,35-44,Gowa,REG007,Regular,2021-01-11
CUS04214,Xenia Kusuma,Female,35-44,Jakarta Timur,REG002,Regular,2020-07-10
CUS04215,Siti Setiawan,Male,25-34,Bekasi,REG003,New,2022-03-05
CUS04216,Made Hidayat,Female,25-34,Bekasi,REG003,Regular,2022-12-07
CUS04217,Yuni Saputra,Female,25-34,Kediri,REG005,Regular,2022-10-15
CUS04218,Zahra Wibowo,Female,18-24,Semarang,REG004,New,2023-11-29
CUS04219,Siti Rahayu,Male,18-24,Bekasi,REG003,Regular,2020-02-17
CUS04220,Siti Utama,Female,18-24,Samarinda,REG006,New,2021-08-17
CUS04221,Siti Saputra,Male,45-54,Balikpapan,REG006,Regular,2022-10-22
CUS04222,Dewi Prasetyo,Female,35-44,Balikpapan,REG006,Regular,2023-11-23
CUS04223,Sari Hidayat,Male,18-24,Binjai,REG001,Regular,2021-05-10
CUS04224,Budi Rahayu,Male,25-34,Gianyar,REG008,Regular,2024-08-28
CUS04225,Vina Hidayat,Male,35-44,Jakarta Utara,REG002,Loyal,2022-09-16
CUS04226,Vina Susanto,Female,25-34,Kutai Kartanegara,REG006,Loyal,2021-01-05
CUS04227,Zahra Kusuma,Female,35-44,Balikpapan,REG006,Loyal,2022-08-13
CUS04228,Eko Wibowo,Male,18-24,Solo,REG004,Loyal,2022-01-27
CUS04229,Siti Saputra,Male,18-24,Tebing Tinggi,REG001,Loyal,2022-03-25
CUS04230,Kartini Hartono,Female,55+,Gowa,REG007,New,2024-02-17
CUS04231,Joko Setiawan,Male,45-54,Cimahi,REG003,New,2020-06-14
CUS04232,Made Susanto,Male,45-54,Bandung,REG003,New,2024-07-12
CUS04233,Budi Prasetyo,Male,25-34,Malang,REG005,Loyal,2024-11-17
CUS04234,Ahmad Suharto,Male,25-34,Tabanan,REG008,New,2020-09-25
CUS04235,Rizky Purnama,Male,35-44,Solo,REG004,Loyal,2024-09-28
CUS04236,Kartini Susanto,Male,55+,Tebing Tinggi,REG001,Regular,2021-06-10
CUS04237,Joko Utama,Male,55+,Kediri,REG005,New,2022-04-24
CUS04238,Ahmad Prasetyo,Female,55+,Kediri,REG005,Loyal,2020-01-13
CUS04239,Nadia Setiawan,Male,35-44,Yogyakarta,REG004,New,2020-11-03
CUS04240,Nadia Saputra,Male,45-54,Jakarta Utara,REG002,Loyal,2021-09-21
CUS04241,Joko Hidayat,Male,18-24,Semarang,REG004,Regular,2021-06-03
CUS04242,Zahra Utama,Female,45-54,Malang,REG005,Loyal,2023-07-02
CUS04243,Tono Hidayat,Female,25-34,Pasuruan,REG005,Loyal,2020-07-19
CUS04244,Joko Suharto,Male,55+,Tebing Tinggi,REG001,Loyal,2020-10-22
CUS04245,Gunawan Susanto,Male,55+,Bontang,REG006,Regular,2024-08-29
CUS04246,Vina Rahayu,Female,45-54,Denpasar,REG008,New,2020-07-21
CUS04247,Omar Utama,Female,55+,Badung,REG008,New,2022-07-05
CUS04248,Xenia Hartono,Male,45-54,Binjai,REG001,Regular,2022-01-26
CUS04249,Xenia Suharto,Female,35-44,Semarang,REG004,Regular,2023-10-16
CUS04250,Sari Hidayat,Male,55+,Badung,REG008,Loyal,2022-04-22
CUS04251,Vina Kusuma,Male,45-54,Bandung,REG003,New,2022-12-12
CUS04252,Zahra Nugroho,Male,35-44,Denpasar,REG008,Loyal,2023-08-12
CUS04253,Gunawan Hidayat,Female,18-24,Denpasar,REG008,Loyal,2024-03-16
CUS04254,Made Rahayu,Female,55+,Denpasar,REG008,New,2020-03-22
CUS04255,Made Susanto,Female,25-34,Makassar,REG007,New,2024-08-12
CUS04256,Wahyu Saputra,Female,35-44,Tebing Tinggi,REG001,New,2020-05-12
CUS04257,Nadia Suharto,Female,25-34,Magelang,REG004,Loyal,2020-02-25
CUS04258,Kartini Rahayu,Male,18-24,Tabanan,REG008,New,2023-07-25
CUS04259,Omar Suharto,Female,55+,Pematangsiantar,REG001,New,2024-07-17
CUS04260,Eko Rahayu,Female,35-44,Makassar,REG007,New,2022-03-08
CUS04261,Nadia Kusuma,Female,35-44,Depok,REG003,New,2023-06-01
CUS04262,Vina Wibowo,Female,35-44,Gowa,REG007,Regular,2020-01-30
CUS04263,Omar Susanto,Male,25-34,Parepare,REG007,New,2021-07-18
CUS04264,Siti Rahayu,Male,35-44,Bogor,REG003,Regular,2023-10-26
CUS04265,Kartini Purnama,Male,55+,Denpasar,REG008,Regular,2023-02-06
CUS04266,Dewi Susanto,Male,45-54,Gowa,REG007,Loyal,2022-10-08
CUS04267,Lestari Handoko,Male,18-24,Jakarta Selatan,REG002,New,2024-10-23
CUS04268,Kartini Kusuma,Male,35-44,Palopo,REG007,New,2022-05-07
CUS04269,Kartini Purnama,Male,18-24,Salatiga,REG004,New,2024-01-13
CUS04270,Rizky Handoko,Male,18-24,Cimahi,REG003,Loyal,2020-10-25
CUS04271,Ahmad Nugroho,Male,25-34,Parepare,REG007,Loyal,2020-05-15
CUS04272,Vina Kusuma,Male,55+,Blitar,REG005,New,2021-10-09
CUS04273,Omar Rahayu,Male,18-24,Kutai Kartanegara,REG006,Regular,2020-02-15
CUS04274,Tono Santoso,Male,45-54,Depok,REG003,New,2024-08-06
CUS04275,Sari Hartono,Male,25-34,Jakarta Utara,REG002,Loyal,2021-01-22
CUS04276,Omar Santoso,Male,55+,Medan,REG001,Regular,2024-11-02
CUS04277,Joko Rahayu,Female,55+,Solo,REG004,Regular,2021-02-16
CUS04278,Lestari Rahayu,Female,35-44,Semarang,REG004,Loyal,2024-08-28
CUS04279,Fitri Suharto,Female,18-24,Jakarta Barat,REG002,Regular,2024-03-25
CUS04280,Siti Santoso,Male,35-44,Medan,REG001,Regular,2023-12-29
CUS04281,Budi Wijaya,Male,25-34,Parepare,REG007,Loyal,2024-03-29
CUS04282,Nadia Nugroho,Female,35-44,Kutai Kartanegara,REG006,New,2024-08-21
CUS04283,Hana Kusuma,Male,55+,Surabaya,REG005,New,2021-03-10
CUS04284,Ahmad Nugroho,Female,45-54,Surabaya,REG005,New,2024-12-23
CUS04285,Xenia Setiawan,Male,25-34,Samarinda,REG006,New,2024-01-07
CUS04286,Vina Wijaya,Male,35-44,Tebing Tinggi,REG001,Regular,2022-12-27
CUS04287,Putri Saputra,Male,45-54,Magelang,REG004,Loyal,2022-11-24
CUS04288,Iman Hartono,Male,35-44,Jakarta Selatan,REG002,Loyal,2021-08-30
CUS04289,Iman Wibowo,Male,25-34,Malang,REG005,Regular,2020-02-16
CUS04290,Gunawan Saputra,Female,25-34,Surabaya,REG005,Loyal,2021-06-10
CUS04291,Gunawan Hartono,Male,55+,Bekasi,REG003,Regular,2022-07-01
CUS04292,Zahra Utama,Male,45-54,Tebing Tinggi,REG001,Regular,2020-11-28
CUS04293,Dewi Kusuma,Female,18-24,Kutai Kartanegara,REG006,New,2022-09-11
CUS04294,Kartini Prasetyo,Female,25-34,Depok,REG003,Regular,2021-11-01
CUS04295,Made Prasetyo,Male,25-34,Denpasar,REG008,Regular,2022-10-15
CUS04296,Budi Utama,Male,55+,Samarinda,REG006,Regular,2023-05-18
CUS04297,Xenia Wibowo,Male,55+,Cimahi,REG003,Regular,2020-03-03
CUS04298,Putri Santoso,Female,18-24,Jakarta Utara,REG002,Loyal,2024-09-08
CUS04299,Xenia Nugroho,Male,55+,Jakarta Selatan,REG002,Loyal,2024-07-25
CUS04300,Zahra Wibowo,Female,18-24,Cimahi,REG003,Regular,2023-02-25
CUS04301,Sari Kusuma,Female,25-34,Tebing Tinggi,REG001,Regular,2022-01-23
CUS04302,Yuni Susanto,Male,45-54,Badung,REG008,Regular,2021-02-13
CUS04303,Tono Hidayat,Female,35-44,Pematangsiantar,REG001,Loyal,2024-04-11
CUS04304,Ahmad Wibowo,Female,45-54,Salatiga,REG004,Regular,2023-01-29
CUS04305,Xenia Wijaya,Male,18-24,Denpasar,REG008,New,2024-12-14
CUS04306,Fitri Purnama,Male,25-34,Solo,REG004,Loyal,2021-02-10
CUS04307,Eko Hidayat,Male,35-44,Samarinda,REG006,Regular,2023-05-28
CUS04308,Nadia Nugroho,Female,18-24,Makassar,REG007,Regular,2023-06-17
CUS04309,Iman Purnama,Male,45-54,Jakarta Selatan,REG002,Loyal,2024-05-24
CUS04310,Dewi Purnama,Female,35-44,Bogor,REG003,Loyal,2024-01-28
CUS04311,Siti Purnama,Male,45-54,Salatiga,REG004,Loyal,2022-04-10
CUS04312,Kartini Setiawan,Male,45-54,Pasuruan,REG005,Regular,2021-03-31
CUS04313,Joko Rahayu,Female,25-34,Makassar,REG007,Loyal,2021-04-21
CUS04314,Siti Hidayat,Female,35-44,Solo,REG004,New,2023-05-30
CUS04315,Fitri Saputra,Female,18-24,Bekasi,REG003,Regular,2023-12-10
CUS04316,Joko Utama,Male,55+,Jakarta Pusat,REG002,Loyal,2024-05-25
CUS04317,Lestari Saputra,Female,18-24,Denpasar,REG008,Loyal,2020-08-12
CUS04318,Iman Wijaya,Female,35-44,Pematangsiantar,REG001,Regular,2021-10-11
CUS04319,Made Wijaya,Male,18-24,Tebing Tinggi,REG001,New,2022-06-14
CUS04320,Lestari Handoko,Male,25-34,Gianyar,REG008,Regular,2022-10-30
CUS04321,Tono Hidayat,Female,25-34,Bandung,REG003,Loyal,2021-05-26
CUS04322,Iman Kusuma,Female,35-44,Palopo,REG007,New,2024-03-07
